Provider_ID,Hospital_Name,Period,Avg_Spending_Per_Episode_Hospital,Avg_Spending_Per_Episode_State,Avg_Spending_Per_Episode_Nation,Percent_of_Spending_Hospital,Percent_of_Spending_State,Percent_of_Spending_Nation, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,State,Measure Response,Condition,Score,Sample,Measure Name,Value,Payment measure name,Payment category,Denominator,Payment,Lower estimate,Higher estimate,Value of care display name,Value of care category,"Measure Name_x_Able to track patients’ lab results, tests, and referrals electronically between visits",Measure Name_x_General Surgery Registry,Measure Name_x_Multispecialty surgical registry,Measure Name_x_Nursing care registry,Measure Name_x_Patient Safety Culture,Measure Name_x_Safe surgery checklist use (inpatient),Measure Name_x_Safe surgery checklist use (outpatient),Measure Name_y_Door to diagnostic eval,Measure Name_y_ED1,Measure Name_y_ED2,Measure Name_y_Emergency department volume,Measure Name_y_Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Measure Name_y_Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,Measure Name_y_External Beam Radiotherapy for Bone Metastases,Measure Name_y_Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Measure Name_y_Head CT results,Measure Name_y_Healthcare workers given influenza vaccination,Measure Name_y_Hospital acquired potentially preventable venous thromboembolism,Measure Name_y_Immunization for influenza,Measure Name_y_Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,Measure Name_y_Left before being seen,Measure Name_y_Median Time to ECG,Measure Name_y_Median Time to Fibrinolysis,Measure Name_y_Median Time to Transfer to Another Facility for Acute Coronary Intervention,Measure Name_y_Median time to pain med,Measure Name_y_OP 18,"Measure Name_y_Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary"
50561,KAISER FOUNDATION HOSPITAL - WEST LA,1 through 30 days After Discharge from Index Hospital Admission,$182,$121,$122,0.83%,0.58%,0.6%,21,$24649.42,$6425.28,$5570.42,CA,Y,Blood Clot Prevention and Treatment,0,11,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .926319,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50567,MISSION HOSPITAL REGIONAL MED CENTER,1 through 30 days After Discharge from Index Hospital Admission,$208,$121,$122,0.99%,0.58%,0.6%,22,$35669.50,$5781.86,$5015.86,CA,Yes,Emergency Department,306,758,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .968711,Payment for heart attack patients,No Different than the National Average Payment,251,"$24,064","$22,254","$26,015",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50568,MADERA COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$564,$538,$536,3.36%,2.58%,2.64%,13,$16887.76,$6777.76,$5449.76,CA,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .974031,Payment for heart attack patients,Less than the National Average Payment,92,"$20,255","$18,322","$22,411",Value of Care Heart Attack measure,Average mortality and lower payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$8,$4,$6,0.04%,0.02%,0.03%,19,$37289.05,$8282.94,$7515.15,CA,Y,Colonoscopy care,93,55,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.066735,Payment for pneumonia patients,Greater than the National Average Payment,611,"$20,537","$19,565","$21,523",Value of Care Pneumonia measure,Better mortality and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50573,EISENHOWER MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$1,$3,$2,0%,0.01%,0.01%,53,$50977.01,$6519.71,$5129.47,CA,Yes,Emergency Department,"Very High (60,000+ patients annually)",387,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .953743,Payment for pneumonia patients,Less than the National Average Payment,"1,086","$16,345","$15,756","$16,989",Value of Care Pneumonia measure,Average mortality and lower payment,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50580,LA PALMA INTERCOMMUNITY HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$69,$121,$122,0.31%,0.58%,0.6%,14,$29263.00,$9975.85,$8931.57,CA,Yes,Cancer care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.074666,Payment for heart failure patients,Greater than the National Average Payment,103,"$19,102","$17,014","$21,427",Value of Care Heart Failure measure,Average mortality and higher payment,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50581,LAKEWOOD REGIONAL MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,23,$74578.78,$12962.78,$12178.08,CA,N,Emergency Department,363,982,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.137940,Payment for heart attack patients,No Different than the National Average Payment,103,"$24,449","$21,953","$27,380",Value of Care Heart Attack measure,Average mortality and average payment,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50586,CHINO VALLEY MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$6,$7,$7,0.03%,0.04%,0.04%,16,$32813.56,$14637.43,$13710.00,CA,N,Pregnancy and Delivery Care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .889374,Payment for pneumonia patients,Greater than the National Average Payment,257,"$21,853","$20,360","$23,433",Value of Care Pneumonia measure,Better mortality and higher payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50588,SAN DIMAS COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$8,$4,$6,0.04%,0.02%,0.03%,13,$60278.84,$12491.46,$11715.15,CA,No,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.106747,Payment for heart failure patients,No Different than the National Average Payment,52,"$17,695","$15,352","$20,338",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50589,PLACENTIA LINDA HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$4837,$3410,$3010,26.08%,16.36%,14.83%,15,$43187.13,$7699.40,$6722.60,CA,N,Emergency Department,66,578,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.115195,Payment for heart attack patients,No Different than the National Average Payment,27,"$24,240","$21,028","$28,007",Value of Care Heart Attack measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50590,METHODIST HOSPITAL OF SACRAMENTO,During Index Hospital Admission,$8905,$9959,$9676,52.53%,47.78%,47.66%,33,$51722.33,$10366.51,$9517.66,CA,N,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .869500,Payment for pneumonia patients,No Different than the National Average Payment,301,"$16,795","$15,623","$17,993",Value of Care Pneumonia measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50597,FOOTHILL PRESBYTERIAN HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$80,$83,$85,0.4%,0.4%,0.42%,11,$23467.18,$5954.00,$5030.72,CA,Yes,Emergency Department,22,407,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.087281,Payment for heart failure patients,No Different than the National Average Payment,117,"$17,505","$15,692","$19,461",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$114,$76,$126,0.5%,0.37%,0.62%,13,$146892.00,$11514.38,$9758.30,CA,Yes,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .950035,Payment for heart failure patients,Less than the National Average Payment,430,"$14,814","$13,918","$15,769",Value of Care Heart Failure measure,Average mortality and lower payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50603,SADDLEBACK MEMORIAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,14,$44761.50,$6496.42,$5533.00,CA,N,Cancer care,92,12,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .974702,Payment for pneumonia patients,Greater than the National Average Payment,614,"$19,007","$18,080","$19,897",Value of Care Pneumonia measure,Average mortality and higher payment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,1 to 3 days Prior to Index Hospital Admission,$0,$11,$11,0%,0.05%,0.05%,11,$55156.90,$15032.36,$13700.36,CA,Not Available,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .797349,Payment for heart failure patients,No Different than the National Average Payment,27,"$13,964","$11,869","$16,429",Value of Care Heart Failure measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50608,DELANO REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$0,$4,$6,0%,0.02%,0.03%,11,$43118.09,$11215.00,$10303.36,CA,Yes,Colonoscopy care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .929254,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,18,$22072.50,$6686.00,$5746.22,CA,Not Available,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .846555,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$25,$76,$126,0.13%,0.37%,0.62%,11,$70377.72,$11396.63,$10782.09,CA,Y,Emergency Department,26,106,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .973030,Payment for heart failure patients,No Different than the National Average Payment,227,"$17,430","$16,074","$18,990",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50624,HENRY MAYO NEWHALL  HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$3,$2,0%,0.01%,0.01%,19,$74416.21,$11870.26,$11047.94,CA,N,Emergency Department,"Very High (60,000+ patients annually)",22,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.027336,Payment for hip/knee replacement patients,No Different than the National Average Payment,83,"$23,823","$22,109","$25,699",Value of Care hip/knee replacement measure,Average complications and average payment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50625,CEDARS-SINAI MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,40,$72784.00,$9754.92,$7705.97,CA,Y,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.019643,Payment for hip/knee replacement patients,Less than the National Average Payment,"1,765","$20,636","$20,281","$21,003",Value of Care hip/knee replacement measure,Better complications and lower payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50633,TWIN CITIES COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,33,$67589.45,$7868.24,$6984.12,CA,Yes,Emergency Department,"Medium (20,000 - 39,999 patients annually)",707,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .941625,Payment for pneumonia patients,Less than the National Average Payment,392,"$15,272","$14,286","$16,200",Value of Care Pneumonia measure,Worse mortality and lower payment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50636,POMERADO HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$20,$76,$126,0.1%,0.37%,0.62%,16,$62076.87,$12023.50,$11021.31,CA,Y,Pregnancy and Delivery Care,2,48,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.005455,Payment for hip/knee replacement patients,Less than the National Average Payment,292,"$20,269","$19,491","$21,073",Value of Care hip/knee replacement measure,Average complications and lower payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50641,EAST LOS ANGELES DOCTORS HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,12,$26746.50,$7910.00,$7442.33,CA,Y,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.102562,Payment for heart attack patients,No Different than the National Average Payment,25,"$22,363","$19,295","$25,753",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50663,LOS ANGELES COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$605,$538,$536,2.25%,2.58%,2.64%,14,$60176.07,$18506.42,$17543.00,CA,Yes,Blood Clot Prevention and Treatment,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.218050,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50674,KAISER FOUNDATION HOSP SO SACRAMENTO,During Index Hospital Admission,$663,$1583,$1502,3.76%,7.59%,7.4%,16,$24996.50,$8536.81,$7483.56,CA,Not Available,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .899164,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,1 to 3 days Prior to Index Hospital Admission,$1,$7,$7,0.01%,0.04%,0.04%,30,$39274.60,$14177.66,$13650.46,CA,Y,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .749235,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,During Index Hospital Admission,$11,$16,$20,0.05%,0.08%,0.1%,13,$84505.38,$14311.69,$13443.30,CA,Yes,Preventive Care,91,534,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.015407,Payment for heart attack patients,No Different than the National Average Payment,107,"$22,902","$20,534","$25,528",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50684,MENIFEE VALLEY MEDICAL CENTER,During Index Hospital Admission,$4,$16,$20,0.02%,0.08%,0.1%,20,$17836.00,$4856.80,$3789.40,CA,Yes,Emergency Department,419,461,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.061246,Payment for heart attack patients,No Different than the National Average Payment,35,"$22,975","$20,012","$26,271",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50686,KAISER FOUNDATION HOSPITAL RIVERSIDE,1 to 3 days Prior to Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$12403.53,$6769.38,$6080.15,CA,Y,Preventive Care,90,3863,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .890151,Payment for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Failure measure,Not Available,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50688,SAINT LOUISE REGIONAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$1,$0,$0,0.01%,0%,0%,24,$82190.70,$12352.83,$9548.83,CA,Y,Emergency Department,62,107,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .970967,Payment for heart failure patients,No Different than the National Average Payment,118,"$16,825","$15,111","$18,711",Value of Care Heart Failure measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50689,SAN RAMON REGIONAL MEDICAL CTR,1 to 3 days Prior to Index Hospital Admission,$8,$7,$7,0.04%,0.04%,0.04%,13,$74140.15,$8431.30,$7475.92,CA,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .951475,Payment for pneumonia patients,Less than the National Average Payment,273,"$15,565","$14,464","$16,687",Value of Care Pneumonia measure,Average mortality and lower payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,1 through 30 days After Discharge from Index Hospital Admission,$795,$1122,$1059,4.53%,5.38%,5.22%,15,$44278.13,$16288.26,$15169.06,CA,Y,Blood Clot Prevention and Treatment,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .805690,Payment for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50696,KECK HOSPITAL OF USC,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,12,$124370.16,$18824.83,$17987.16,CA,Yes,Colonoscopy care,89,35,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .970492,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50697,PATIENTS' HOSPITAL OF REDDING,1 through 30 days After Discharge from Index Hospital Admission,$0,$121,$122,0%,0.58%,0.6%,41,$31888.43,$6883.00,$5760.36,CA,No,Preventive Care,99,83,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .830815,Payment for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50701,SOUTHWEST HEALTHCARE SYSTEM,1 through 30 days After Discharge from Index Hospital Admission,$119,$83,$85,0.61%,0.4%,0.42%,14,$26258.00,$7244.28,$6283.14,CA,Yes,Preventive Care,75,2934,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .995504,Payment for pneumonia patients,Greater than the National Average Payment,282,"$19,758","$18,354","$21,131",Value of Care Pneumonia measure,Average mortality and higher payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50704,MISSION COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$7,$3,$2,0.03%,0.01%,0.01%,11,$19945.45,$6909.00,$5888.63,CA,No,Blood Clot Prevention and Treatment,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.197902,Payment for hip/knee replacement patients,Greater than the National Average Payment,77,"$26,065","$23,964","$28,401",Value of Care hip/knee replacement measure,Average complications and higher payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50708,FRESNO SURGICAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$7,$76,$126,0.04%,0.37%,0.62%,18,$57584.22,$25033.05,$22027.66,CA,Y,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .904120,Payment for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50709,DESERT VALLEY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$492,$538,$536,2.74%,2.58%,2.64%,17,$34687.58,$12639.29,$12082.47,CA,N,Colonoscopy care,100,14,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .896851,Payment for hip/knee replacement patients,No Different than the National Average Payment,71,"$24,035","$22,180","$26,141",Value of Care hip/knee replacement measure,Average complications and average payment,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,53,$65325.28,$18417.96,$17316.37,CA,N,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .911893,Payment for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
