Provider_ID,Condition,Measure Name,Score,Sample
331313,Emergency Department,ED2,98.0,276.0
330395,Emergency Department,Door to diagnostic eval,33.0,408.0
340001,Emergency Department,Head CT results,62.0,13.0
340041,Emergency Department,ED2,240.0,579.0
340001,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,3.0,37.0
330401,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,11.0
340017,Emergency Department,ED1,282.0,843.0
340014,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4.0,132.0
340017,Preventive Care,Healthcare workers given influenza vaccination,82.0,1841.0
330401,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,47.0
330397,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,48.0,77.0
340001,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,243.0
340015,Emergency Department,ED2,78.0,984.0
340004,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,219.0
331317,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,92.0
340004,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,64.0
331312,Emergency Department,ED2,46.0,249.0
340001,Emergency Department,OP 18,173.0,415.0
340002,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,40.0
330397,Emergency Department,ED1,510.0,921.0
331312,Emergency Department,Median time to pain med,30.0,39.0
331301,Emergency Department,OP 18,95.0,13.0
331302,Emergency Department,OP 18,82.0,359.0
331316,Emergency Department,OP 18,125.0,1048.0
340001,Emergency Department,Door to diagnostic eval,31.0,432.0
340004,Preventive Care,Healthcare workers given influenza vaccination,97.0,3915.0
330401,Emergency Department,Median time to pain med,61.0,183.0
340002,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96.0,67.0
330340,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,46.0
340003,Heart Attack or Chest Pain,Median Time to ECG,12.0,208.0
331313,Emergency Department,ED1,250.0,276.0
340015,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,59.0
330397,Emergency Department,Median time to pain med,99.0,57.0
331316,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,98.0,49.0
330394,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,53.0
331310,Emergency Department,Door to diagnostic eval,9.0,383.0
331316,Preventive Care,Healthcare workers given influenza vaccination,72.0,598.0
330397,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,93.0,46.0
340039,Emergency Department,OP 18,162.0,389.0
331311,Emergency Department,ED1,286.0,568.0
331314,Emergency Department,OP 18,79.0,435.0
340017,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,74.0
331310,Emergency Department,OP 18,77.0,355.0
331310,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,0.0,20.0
340020,Emergency Department,Median time to pain med,63.0,145.0
340010,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,75.0,63.0
340003,Preventive Care,Immunization for influenza,100.0,384.0
340016,Preventive Care,Healthcare workers given influenza vaccination,93.0,1359.0
340004,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,18.0
340008,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,78.0,118.0
340010,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,254.0
340068,Emergency Department,ED1,266.0,514.0
331317,Heart Attack or Chest Pain,Aspirin at Arrival,97.0,37.0
330401,Emergency Department,OP 18,200.0,373.0
340004,Emergency Department,Median time to pain med,86.0,152.0
330397,Emergency Department,Door to diagnostic eval,41.0,497.0
330395,Heart Attack or Chest Pain,Median Time to ECG,33.0,37.0
330394,Emergency Department,OP 18,234.0,481.0
420079,Emergency Department,Median time to pain med,24.0,372.0
331314,Heart Attack or Chest Pain,Median Time to ECG,5.0,37.0
330401,Emergency Department,ED1,418.0,978.0
331316,Preventive Care,Immunization for influenza,99.0,624.0
340020,Preventive Care,Immunization for influenza,92.0,505.0
331313,Heart Attack or Chest Pain,Median Time to ECG,6.0,32.0
420033,Emergency Department,Left before being seen,2.0,35632.0
340014,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,97.0
331317,Emergency Department,ED2,104.0,414.0
331310,Emergency Department,Median time to pain med,27.0,63.0
340013,Heart Attack or Chest Pain,Median Time to ECG,6.0,159.0
330395,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,30.0
340002,Emergency Department,Median time to pain med,45.0,150.0
331309,Emergency Department,ED1,315.0,23.0
340020,Heart Attack or Chest Pain,Aspirin at Arrival,99.0,114.0
340013,Heart Attack or Chest Pain,Median Time to Fibrinolysis,20.0,13.0
331312,Emergency Department,ED1,219.0,249.0
340003,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,423.0
340002,Preventive Care,Immunization for influenza,92.0,554.0
340014,Emergency Department,ED1,316.0,1111.0
330401,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,58.0
340008,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,34.0
331302,Emergency Department,Door to diagnostic eval,11.0,383.0
340053,Emergency Department,Left before being seen,3.0,91726.0
340017,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92.0,141.0
340014,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,138.0
331316,Emergency Department,Door to diagnostic eval,33.0,1320.0
340014,Emergency Department,ED2,86.0,1073.0
331314,Emergency Department,Median time to pain med,41.0,30.0
330340,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,75.0,137.0
330350,Emergency Department,ED1,471.0,781.0
340008,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,90.0,134.0
330394,Emergency Department,Door to diagnostic eval,75.0,566.0
340001,Preventive Care,Healthcare workers given influenza vaccination,93.0,3436.0
331301,Heart Attack or Chest Pain,Median Time to ECG,10.0,21.0
420067,Preventive Care,Immunization for influenza,96.0,566.0
340013,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,32.0
340050,Heart Attack or Chest Pain,Median Time to ECG,4.0,21.0
340013,Emergency Department,Door to diagnostic eval,21.0,462.0
340016,Emergency Department,Left before being seen,1.0,18145.0
340004,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,72.0
331317,Emergency Department,Median time to pain med,42.0,79.0
330396,Emergency Department,ED1,401.0,752.0
340001,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,91.0,96.0
330396,Emergency Department,ED2,94.0,750.0
330350,Emergency Department,OP 18,171.0,381.0
330350,Preventive Care,Healthcare workers given influenza vaccination,66.0,5215.0
331317,Heart Attack or Chest Pain,Median Time to ECG,8.0,37.0
340008,Emergency Department,ED2,198.0,771.0
340002,Emergency Department,OP 18,194.0,368.0
340010,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",3.0,39.0
340014,Emergency Department,OP 18,173.0,1355.0
330396,Preventive Care,Immunization for influenza,95.0,452.0
110128,Emergency Department,ED1,242.0,542.0
110128,Emergency Department,ED2,80.0,542.0
110128,Preventive Care,Immunization for influenza,92.0,391.0
110128,Preventive Care,Healthcare workers given influenza vaccination,98.0,897.0
110128,Emergency Department,OP 18,128.0,378.0
110128,Emergency Department,Door to diagnostic eval,24.0,401.0
110128,Emergency Department,Median time to pain med,41.0,152.0
110128,Emergency Department,Left before being seen,3.0,35030.0
110128,Emergency Department,Head CT results,83.0,24.0
110128,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,67.0,233.0
110128,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,95.0
110128,Heart Attack or Chest Pain,Aspirin at Arrival,92.0,25.0
110128,Heart Attack or Chest Pain,Median Time to ECG,6.0,27.0
110128,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,95.0
331317,Emergency Department,Door to diagnostic eval,26.0,506.0
330394,Emergency Department,Median time to pain med,76.0,156.0
331311,Emergency Department,ED2,85.0,566.0
420066,Emergency Department,ED2,65.0,437.0
340015,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,12.0
331314,Preventive Care,Immunization for influenza,66.0,240.0
331316,Heart Attack or Chest Pain,Median Time to ECG,3.0,45.0
340015,Emergency Department,Median time to pain med,21.0,114.0
331313,Emergency Department,Door to diagnostic eval,14.0,112.0
330397,Emergency Department,ED2,220.0,921.0
331309,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,48.0
340015,Emergency Department,ED1,263.0,985.0
330350,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,2.0,56.0
331311,Heart Attack or Chest Pain,Median Time to ECG,8.0,145.0
340040,Preventive Care,Immunization for influenza,96.0,521.0
340010,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,99.0,69.0
331302,Heart Attack or Chest Pain,Aspirin at Arrival,90.0,31.0
330395,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,58.0
340008,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,29.0
340016,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,27.0
340003,Emergency Department,ED1,276.0,635.0
420107,Emergency Department,Door to diagnostic eval,20.0,381.0
330396,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,88.0,65.0
340016,Emergency Department,Head CT results,76.0,17.0
330399,Preventive Care,Immunization for influenza,95.0,489.0
340008,Emergency Department,OP 18,132.0,386.0
330350,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,27.0
340017,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,12.0
340017,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,40.0,17.0
340014,Emergency Department,Median time to pain med,29.0,219.0
330406,Preventive Care,Healthcare workers given influenza vaccination,98.0,40.0
340015,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96.0,72.0
331318,Emergency Department,ED2,93.0,366.0
110143,Emergency Department,Head CT results,84.0,19.0
340013,Emergency Department,Median time to pain med,53.0,179.0
330395,Emergency Department,ED1,566.0,1043.0
340017,Emergency Department,ED2,86.0,843.0
331318,Preventive Care,Immunization for influenza,21.0,369.0
331313,Preventive Care,Immunization for influenza,93.0,194.0
340050,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,25.0
331319,Preventive Care,Immunization for influenza,81.0,254.0
340014,Heart Attack or Chest Pain,Median Time to ECG,3.0,88.0
340013,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,166.0
331310,Preventive Care,Immunization for influenza,94.0,93.0
340010,Heart Attack or Chest Pain,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,78.0,27.0
